Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
APP00491,112270,29572,Self-Employed,43,Married,3,762,2,1.5,225070,1623470,1723989,60,Business,Urban,Undergraduate,Male,Private,1
APP00492,77429,0,Salaried,37,Single,2,644,2,1.5,219280,482006,2342435,24,Business,Urban,Undergraduate,Male,Govt,0
APP00493,138927,49810,Salaried,46,Married,0,649,0,1.377,407153,187437,4812777,240,Personal,Rural,Postgraduate,Female,Private,0
APP00494,112350,64260,Salaried,28,Married,3,630,0,1.5,52391,1875535,2239545,24,Personal,Rural,Graduate,Male,Self,0
APP00495,80164,0,Self-Employed,49,Single,3,729,2,1.5,116011,271394,1697086,120,Education,Urban,Undergraduate,Male,Self,0
APP00496,84273,13138,Salaried,46,Married,0,733,2,1.5,230151,1927356,2271170,180,Education,Semi-Urban,Postgraduate,Male,Self,1
APP00497,183849,0,Business,30,Single,4,782,2,0.787,354711,156760,2009244,180,Business,Urban,Graduate,Female,Govt,1
APP00498,66585,15646,Salaried,46,Married,0,580,4,1.5,263187,1723726,3097327,12,Education,Semi-Urban,Undergraduate,Male,Private,0
APP00499,179380,28812,Business,54,Married,0,858,3,0.248,436912,787378,954369,240,Home,Rural,Undergraduate,Male,Private,1
APP00500,32509,76181,Salaried,61,Married,1,655,1,0.864,452170,1347518,2608046,360,Personal,Rural,Postgraduate,Female,Govt,0
APP00501,112852,14628,Salaried,27,Married,2,676,0,1.5,480833,860295,4722828,180,Personal,Semi-Urban,Postgraduate,Female,Govt,0
APP00502,136153,0,Salaried,24,Single,2,693,1,1.5,278370,1698337,3981018,240,Business,Urban,Graduate,Male,Govt,0
APP00503,101607,0,Salaried,31,Single,0,607,2,1.5,21858,1819416,1615796,60,Home,Semi-Urban,Graduate,Female,Self,0
APP00504,118278,46557,Salaried,49,Married,4,647,1,1.43,246544,1180784,4364307,240,Personal,Urban,Postgraduate,Male,Private,0
APP00505,137385,77731,Salaried,56,Married,0,796,2,1.5,494084,687275,4204145,36,Home,Rural,Graduate,Male,Private,1
APP00506,103764,0,Salaried,45,Single,0,798,0,1.5,192920,1795410,4768799,12,Business,Rural,Graduate,Male,Self,1
APP00507,15721,0,Self-Employed,41,Single,0,696,3,1.5,117493,852522,2485678,240,Home,Semi-Urban,Undergraduate,Male,Private,0
APP00508,100837,34486,Salaried,56,Married,2,763,2,1.5,175372,1465213,3901878,120,Business,Urban,Undergraduate,Female,Govt,1
APP00509,149045,61635,Salaried,30,Married,3,712,1,0.057,177542,1501708,333655,360,Home,Urban,Graduate,Male,Private,1
APP00510,55194,125,Self-Employed,57,Married,2,675,1,1.5,161185,1079469,753374,36,Home,Urban,Undergraduate,Male,Govt,1
APP00511,251238,0,Business,29,Single,3,619,0,0.427,244828,1112700,1987668,240,Home,Rural,Undergraduate,Female,Govt,1
APP00512,67851,19318,Salaried,44,Married,0,611,2,0.41,188168,1084747,993250,360,Home,Semi-Urban,Postgraduate,Female,Govt,1
APP00513,101910,62363,Salaried,55,Married,1,619,2,0.297,27016,1722574,1352985,360,Personal,Urban,Graduate,Male,Private,1
APP00514,240317,0,Business,55,Single,1,809,1,0.361,262826,378198,1204485,180,Home,Semi-Urban,Graduate,Male,Govt,1
APP00515,71606,7590,Salaried,56,Married,1,749,0,1.5,469136,197556,487747,36,Education,Rural,Graduate,Male,Private,1
APP00516,145065,34850,Business,38,Married,0,795,0,1.5,415966,1802174,3257314,36,Home,Urban,Graduate,Female,Self,1
APP00517,104518,12134,Salaried,59,Married,2,711,1,1.5,22445,434279,454013,24,Business,Rural,Graduate,Female,Private,1
APP00518,273651,25230,Business,52,Married,1,609,0,1.5,492656,24193,2399159,12,Home,Rural,Graduate,Female,Self,0
APP00519,70652,15058,Salaried,44,Married,2,728,1,1.5,433291,859175,4304031,24,Education,Rural,Graduate,Male,Private,1
APP00520,117027,79837,Business,43,Married,1,781,0,1.5,283835,271382,1986093,84,Personal,Urban,Undergraduate,Male,Private,1
APP00521,35515,27039,Salaried,52,Married,0,731,0,1.5,361754,400635,4474123,12,Business,Urban,Graduate,Male,Self,1
APP00522,59537,65820,Self-Employed,57,Married,2,574,2,1.5,210796,1068986,4948933,60,Business,Urban,Postgraduate,Male,Govt,0
APP00523,117345,0,Salaried,32,Single,0,562,3,1.5,161932,1185604,2930416,12,Business,Urban,Postgraduate,Male,Govt,0
APP00524,35830,0,Salaried,33,Single,3,730,1,1.5,428387,866593,4474246,240,Home,Urban,Graduate,Female,Private,0
APP00525,85819,28443,Self-Employed,43,Married,2,654,2,1.5,165493,1072329,1796548,84,Business,Semi-Urban,Undergraduate,Male,Private,0
APP00526,125784,3972,Salaried,45,Married,0,704,0,1.5,309233,72858,2594091,60,Personal,Semi-Urban,Postgraduate,Male,Self,1
APP00527,127193,64936,Business,55,Married,4,622,1,1.5,168062,1903158,2054649,36,Business,Rural,Graduate,Female,Self,0
APP00528,99083,79215,Salaried,61,Married,1,690,3,1.0,332983,1031273,4953206,360,Home,Urban,Undergraduate,Male,Private,0
APP00529,221393,29519,Business,50,Married,0,591,0,0.616,11486,240899,1431756,120,Business,Semi-Urban,Graduate,Female,Private,0
APP00530,39328,0,Salaried,37,Single,2,699,0,1.5,207174,943043,2438962,12,Education,Rural,Postgraduate,Male,Private,0
APP00531,244781,75864,Business,40,Married,0,738,0,0.738,485293,199879,4380778,240,Personal,Rural,Graduate,Male,Self,1
APP00532,56685,55881,Business,45,Married,3,742,1,1.5,467643,533317,4806141,24,Education,Rural,Undergraduate,Male,Self,0
APP00533,122773,24732,Salaried,42,Married,3,575,2,0.517,407262,1105112,2117070,360,Education,Semi-Urban,Graduate,Male,Self,0
APP00534,156254,0,Business,33,Single,4,717,0,0.846,427957,1960346,1837059,180,Education,Rural,Postgraduate,Female,Private,1
APP00535,182428,75909,Business,39,Married,1,632,0,1.492,457305,1906222,1070864,36,Education,Urban,Graduate,Male,Self,0
APP00536,133963,0,Salaried,56,Single,1,802,3,1.5,272868,246641,3829449,60,Personal,Semi-Urban,Postgraduate,Male,Private,0
APP00537,45431,59115,Self-Employed,32,Married,2,756,1,1.5,446563,1002612,4439974,36,Personal,Urban,Undergraduate,Male,Govt,1
APP00538,79971,0,Salaried,61,Single,0,682,1,1.5,134279,834421,3834175,120,Personal,Urban,Graduate,Male,Self,0
APP00539,51344,0,Business,39,Single,1,854,3,1.5,420880,1929639,2693537,360,Home,Urban,Postgraduate,Female,Govt,1
APP00540,48306,71762,Salaried,32,Married,1,621,0,0.822,75886,1129683,2742159,360,Business,Urban,Graduate,Male,Self,0
APP00541,53210,68512,Salaried,29,Married,0,675,3,1.5,215633,1222810,4690886,12,Personal,Urban,Undergraduate,Female,Govt,0
APP00542,70693,38019,Salaried,27,Married,1,723,4,1.5,98761,675078,2560831,120,Home,Urban,Graduate,Female,Self,0
APP00543,105642,16587,Self-Employed,48,Married,3,842,0,0.876,145236,867834,99094,12,Personal,Urban,Undergraduate,Male,Private,1
APP00544,252403,0,Business,34,Single,3,797,1,1.5,238509,1443990,4078756,60,Home,Rural,Undergraduate,Female,Private,1
APP00545,266351,0,Business,51,Single,0,744,1,0.301,473122,516307,1115272,180,Home,Urban,Graduate,Male,Govt,1
APP00546,125368,0,Salaried,39,Single,0,609,3,1.5,119166,1844415,2941938,60,Education,Semi-Urban,Graduate,Male,Private,0
APP00547,129893,0,Salaried,36,Single,0,609,0,1.0,37872,205680,3606856,360,Personal,Urban,Graduate,Male,Private,0
APP00548,89836,75043,Self-Employed,25,Married,3,735,2,1.5,488582,1786610,4470273,84,Home,Rural,Undergraduate,Female,Private,1
APP00549,89217,25724,Self-Employed,55,Married,0,579,4,1.09,225563,1184865,3479752,360,Home,Rural,Graduate,Female,Govt,0
APP00550,110904,0,Salaried,32,Single,2,705,2,1.5,458095,490012,2490592,12,Business,Semi-Urban,Postgraduate,Male,Govt,0
APP00551,45271,55155,Salaried,45,Married,0,744,3,1.5,314181,1942204,2217456,60,Home,Semi-Urban,Undergraduate,Female,Govt,1
APP00552,90875,0,Salaried,41,Single,2,561,2,1.5,290129,1124523,4792543,180,Home,Urban,Graduate,Male,Private,0
APP00553,144509,77613,Salaried,56,Married,1,731,3,1.5,93591,1343858,3047132,24,Business,Rural,Postgraduate,Male,Self,0
APP00554,97392,69711,Self-Employed,43,Married,2,751,0,0.955,488918,558788,4431158,360,Home,Rural,Graduate,Male,Self,1
APP00555,110510,0,Salaried,36,Single,0,650,2,1.5,325012,1555610,4698450,36,Personal,Rural,Graduate,Female,Govt,0
APP00556,125030,68498,Business,59,Married,2,667,2,1.5,213997,1578123,4000486,60,Home,Semi-Urban,Undergraduate,Male,Private,0
APP00557,128434,0,Salaried,62,Single,0,536,1,0.58,24347,603940,345151,60,Personal,Urban,Graduate,Male,Self,0
APP00558,81843,0,Salaried,59,Single,2,671,0,1.5,308767,1622817,4283536,240,Education,Rural,Graduate,Male,Private,0
APP00559,285649,0,Business,34,Single,3,557,1,1.5,21360,1071359,3686704,24,Business,Urban,Undergraduate,Male,Private,0
APP00560,98401,0,Self-Employed,51,Single,0,624,0,1.5,281358,1090525,4033931,84,Education,Semi-Urban,Graduate,Male,Private,0
APP00561,117799,15993,Salaried,25,Married,3,647,1,1.5,425438,1987235,4993169,24,Personal,Urban,Undergraduate,Male,Govt,0
APP00562,110906,0,Self-Employed,55,Single,2,587,1,1.5,339423,32389,1549537,120,Business,Rural,Undergraduate,Female,Govt,0
APP00563,98269,26859,Salaried,43,Married,0,580,4,0.232,236964,187231,804751,360,Business,Urban,Graduate,Male,Govt,0
APP00564,75402,20878,Business,49,Married,1,584,0,0.928,301447,1999263,2481608,360,Home,Urban,Graduate,Male,Private,1
APP00565,95585,0,Salaried,63,Single,0,777,2,1.5,265484,293192,2811846,12,Business,Semi-Urban,Postgraduate,Male,Govt,1
APP00566,103301,62284,Self-Employed,31,Married,2,674,0,0.228,19698,1473913,174945,60,Education,Rural,Graduate,Female,Govt,1
APP00567,135937,59976,Salaried,38,Married,2,781,1,1.5,498548,813973,2840404,60,Personal,Semi-Urban,Graduate,Female,Private,1
APP00568,111624,40023,Salaried,32,Married,0,647,1,1.5,165674,1608969,2175636,12,Education,Urban,Postgraduate,Male,Govt,0
APP00569,234093,47709,Business,29,Married,1,649,1,1.5,121544,1175068,1614039,24,Education,Urban,Graduate,Female,Govt,0
APP00570,200059,0,Business,30,Single,3,646,2,1.5,282091,1463434,3193560,120,Home,Rural,Undergraduate,Male,Self,0
APP00571,98245,54524,Salaried,64,Married,3,441,2,1.5,57338,106331,3703773,36,Personal,Rural,Graduate,Male,Govt,0
APP00572,95679,0,Salaried,37,Single,1,720,2,1.492,433753,891703,3966172,360,Education,Rural,Graduate,Male,Private,1
APP00573,87934,0,Salaried,58,Single,4,671,1,1.397,27469,230996,341349,36,Home,Semi-Urban,Graduate,Male,Private,0
APP00574,72541,0,Self-Employed,27,Single,1,684,2,1.5,142558,1470712,821603,36,Education,Rural,Undergraduate,Male,Private,0
APP00575,60471,73622,Self-Employed,33,Married,1,512,1,0.244,77777,1234782,909022,360,Business,Semi-Urban,Postgraduate,Female,Private,1
APP00576,83315,0,Self-Employed,60,Single,3,677,0,1.5,494606,171833,2136662,36,Personal,Semi-Urban,Undergraduate,Female,Govt,0
APP00577,88843,18050,Salaried,62,Married,1,644,3,1.5,24371,51944,1797404,120,Education,Semi-Urban,Graduate,Female,Self,0
APP00578,140274,0,Business,29,Single,1,690,3,1.5,242511,1079603,2077805,120,Business,Semi-Urban,Graduate,Male,Private,0
APP00579,135406,11774,Salaried,47,Married,1,673,0,1.5,168596,1172028,2606932,12,Personal,Rural,Graduate,Male,Self,0
APP00580,127549,0,Salaried,22,Single,3,641,3,1.5,248549,489232,4527883,180,Home,Semi-Urban,Graduate,Female,Private,0
APP00581,85871,0,Self-Employed,25,Single,3,725,2,0.77,132953,1776858,1836526,360,Education,Urban,Postgraduate,Male,Self,0
APP00582,127738,77678,Business,49,Married,1,761,1,0.856,332245,889629,4883018,360,Home,Urban,Postgraduate,Male,Self,1
APP00583,74035,50135,Self-Employed,57,Married,1,647,0,0.443,289618,1725416,1529154,360,Personal,Urban,Graduate,Male,Self,1
APP00584,39791,0,Self-Employed,58,Single,1,564,4,1.5,345347,1741560,1505186,24,Business,Semi-Urban,Undergraduate,Female,Private,0
APP00585,16649,25158,Self-Employed,39,Married,2,569,2,1.5,215409,1117767,4868751,12,Education,Urban,Graduate,Male,Private,0
APP00586,202373,0,Business,28,Single,0,713,1,1.354,112644,876836,2537413,120,Education,Urban,Undergraduate,Male,Self,0
APP00587,51081,4115,Salaried,21,Married,2,783,1,1.5,183213,49028,3816300,120,Education,Semi-Urban,Graduate,Female,Self,1
APP00588,147761,59317,Salaried,42,Married,1,534,1,1.5,120468,53445,3575989,60,Home,Semi-Urban,Graduate,Male,Self,0
APP00589,126923,0,Business,37,Single,1,598,1,0.432,9405,1654863,1015257,240,Personal,Rural,Graduate,Male,Private,0
APP00590,89800,0,Business,27,Single,0,653,1,1.5,269297,1013120,3681062,84,Personal,Semi-Urban,Graduate,Male,Self,0
APP00591,40642,0,Salaried,45,Single,0,516,1,1.5,292275,1355912,3930221,180,Home,Rural,Postgraduate,Male,Govt,0
APP00592,100103,74616,Salaried,24,Married,3,672,2,0.66,286824,1380564,3205608,360,Business,Rural,Graduate,Female,Private,0
APP00593,132163,0,Salaried,56,Single,1,709,3,1.5,221305,673606,4658335,12,Home,Rural,Graduate,Male,Govt,0
APP00594,129072,70357,Salaried,26,Married,0,718,4,0.757,189716,1475178,4195721,360,Business,Semi-Urban,Postgraduate,Male,Private,0
APP00595,255093,0,Business,51,Single,1,648,2,1.5,105887,50111,3114954,60,Education,Urban,Postgraduate,Female,Self,0
APP00596,143778,0,Salaried,39,Single,1,651,3,1.5,426499,208078,3666446,180,Personal,Rural,Undergraduate,Female,Govt,0
APP00597,136939,2477,Business,64,Married,0,598,3,1.5,492196,118423,4906178,60,Home,Urban,Graduate,Female,Private,0
APP00598,58103,78671,Salaried,59,Married,1,538,0,1.5,106347,1220530,1398388,60,Home,Urban,Postgraduate,Male,Private,0
APP00599,136257,42423,Salaried,47,Married,1,664,3,0.754,327501,583845,623467,60,Business,Semi-Urban,Postgraduate,Male,Govt,1
APP00600,40330,0,Salaried,30,Single,2,712,0,1.5,223971,454134,4970549,120,Education,Urban,Graduate,Female,Private,0
APP00601,42284,48100,Self-Employed,46,Married,1,681,0,1.5,383001,1191836,3981684,84,Business,Rural,Graduate,Female,Private,0
APP00602,39698,0,Self-Employed,39,Single,1,768,1,1.5,24646,797101,1039656,24,Personal,Semi-Urban,Graduate,Male,Govt,0
APP00603,58660,29236,Self-Employed,59,Married,4,707,1,1.5,438020,1453235,4541212,360,Business,Semi-Urban,Graduate,Male,Self,0
APP00604,74409,0,Salaried,23,Single,1,732,1,1.5,21036,641144,3639437,120,Business,Semi-Urban,Graduate,Male,Self,0
APP00605,120198,0,Salaried,33,Single,0,693,2,1.5,11726,1330349,4663344,120,Education,Semi-Urban,Graduate,Female,Govt,0
APP00606,25184,73098,Salaried,48,Married,0,828,0,1.05,107326,944458,2867056,360,Personal,Urban,Postgraduate,Male,Govt,1
APP00607,120923,7139,Salaried,40,Married,1,640,4,1.5,439376,793667,360605,12,Business,Semi-Urban,Postgraduate,Male,Private,0
APP00608,48556,27141,Self-Employed,48,Married,2,734,1,1.5,416490,1124026,2558839,180,Home,Semi-Urban,Undergraduate,Male,Private,1
APP00609,97176,0,Self-Employed,28,Single,0,699,3,1.5,357267,1229961,3753158,36,Business,Semi-Urban,Postgraduate,Female,Private,0
APP00610,84561,0,Self-Employed,61,Single,2,739,1,1.5,223163,1615713,2191481,60,Personal,Rural,Graduate,Female,Govt,0
APP00611,97799,1887,Salaried,59,Married,0,706,1,1.5,408384,837624,4914392,12,Personal,Urban,Undergraduate,Male,Private,0
APP00612,144388,0,Salaried,21,Single,1,676,1,1.5,282247,1273731,604001,36,Home,Urban,Undergraduate,Female,Self,0
APP00613,80810,544,Salaried,23,Married,2,710,2,1.5,358581,900403,3431053,180,Personal,Urban,Graduate,Female,Private,0
APP00614,103727,46323,Salaried,33,Married,1,720,0,1.5,166639,1060169,4643872,120,Home,Urban,Postgraduate,Male,Private,1
APP00615,198747,0,Business,48,Single,2,730,1,1.5,131251,565216,4763439,12,Business,Rural,Undergraduate,Male,Self,1
APP00616,53036,23926,Self-Employed,45,Married,0,797,0,1.5,476959,27885,3546438,360,Education,Rural,Postgraduate,Male,Private,1
APP00617,57734,13333,Salaried,53,Married,2,695,1,1.5,109968,579089,3818598,60,Home,Urban,Undergraduate,Female,Private,0
APP00618,96613,16942,Salaried,58,Married,0,592,4,1.5,290835,402507,3761763,180,Business,Semi-Urban,Graduate,Male,Private,0
APP00619,75470,22447,Business,26,Married,3,693,0,1.5,125931,1224626,2963207,60,Personal,Semi-Urban,Graduate,Male,Self,0
APP00620,77119,74397,Self-Employed,64,Married,0,644,2,0.53,336236,1236118,1116292,180,Business,Urban,Graduate,Female,Private,1
APP00621,104096,24833,Self-Employed,52,Married,3,642,2,1.5,438288,457323,4125796,84,Education,Urban,Postgraduate,Male,Self,0
APP00622,85563,0,Salaried,41,Single,1,654,0,1.5,321262,386712,2712200,12,Personal,Rural,Undergraduate,Female,Private,0
APP00623,100036,21530,Salaried,36,Married,2,607,0,1.471,300277,1432891,828074,60,Personal,Semi-Urban,Undergraduate,Male,Private,1
APP00624,281635,47060,Business,41,Married,1,488,0,1.5,283037,1118244,3491649,36,Personal,Rural,Graduate,Male,Private,0
APP00625,35311,69558,Self-Employed,31,Married,3,798,0,1.5,86402,1801155,2060889,120,Home,Urban,Graduate,Female,Private,1
APP00626,78096,41104,Salaried,57,Married,0,640,0,0.05,398872,1180492,55191,120,Home,Semi-Urban,Undergraduate,Female,Self,1
APP00627,75690,0,Business,56,Single,0,542,1,1.5,308264,54929,1959052,12,Business,Urban,Postgraduate,Male,Private,0
APP00628,23738,0,Self-Employed,55,Single,1,694,1,1.5,85632,818301,2916196,24,Education,Urban,Graduate,Female,Private,0
APP00629,55269,7288,Salaried,39,Married,0,729,2,1.5,324662,752412,1758152,24,Business,Semi-Urban,Graduate,Female,Govt,1
APP00630,107410,0,Salaried,40,Single,0,665,2,1.5,217055,1869419,2607269,60,Home,Urban,Postgraduate,Male,Self,0
APP00631,121993,34253,Salaried,38,Married,3,576,2,0.6,24854,1370397,2602111,360,Business,Urban,Undergraduate,Female,Govt,0
APP00632,140742,27005,Salaried,61,Married,4,566,1,1.5,451428,1737967,2025207,24,Personal,Urban,Graduate,Male,Self,0
APP00633,81024,49824,Self-Employed,34,Married,1,862,0,0.705,223591,822134,1708302,240,Personal,Urban,Graduate,Male,Private,1
APP00634,60702,77702,Salaried,35,Married,3,567,1,1.5,316840,912997,4354587,12,Education,Semi-Urban,Undergraduate,Male,Govt,0
APP00635,135515,53574,Business,51,Married,1,549,0,0.05,494948,522459,119128,240,Business,Semi-Urban,Postgraduate,Female,Private,1
APP00636,88484,0,Business,21,Single,0,655,1,1.5,344726,1071099,904200,36,Education,Urban,Graduate,Female,Private,0
APP00637,38502,60712,Salaried,23,Married,2,745,3,1.5,371874,1940486,2489499,84,Personal,Urban,Graduate,Male,Private,0
APP00638,71479,0,Salaried,36,Single,2,812,0,1.5,367209,1540311,587288,12,Home,Urban,Postgraduate,Male,Private,1
APP00639,44225,55267,Business,43,Married,4,662,1,1.5,202564,1577640,2284943,12,Personal,Semi-Urban,Graduate,Male,Govt,0
APP00640,54214,3894,Self-Employed,31,Married,0,661,2,1.5,62795,1896009,4030101,120,Business,Urban,Graduate,Male,Self,0
APP00641,108184,0,Self-Employed,32,Single,2,577,2,1.5,291704,1460516,674959,36,Home,Rural,Postgraduate,Female,Govt,0
APP00642,95231,63571,Salaried,30,Married,0,767,0,0.177,94711,187930,519528,240,Personal,Urban,Graduate,Female,Private,1
APP00643,139507,14481,Salaried,52,Married,0,674,0,1.5,111577,669460,4911083,60,Home,Urban,Postgraduate,Male,Private,0
APP00644,40223,0,Self-Employed,36,Single,0,677,3,1.5,120924,1615331,3400236,120,Business,Rural,Graduate,Female,Private,0
APP00645,239748,0,Business,28,Single,4,714,0,0.405,222903,322866,2697843,360,Business,Semi-Urban,Postgraduate,Male,Private,1
APP00646,72404,0,Salaried,58,Single,3,704,1,1.5,347535,1147996,2699738,240,Education,Urban,Graduate,Female,Private,1
APP00647,173659,0,Business,32,Single,2,668,3,1.5,125965,1547846,2370916,60,Home,Rural,Graduate,Female,Private,0
APP00648,82423,0,Salaried,44,Single,1,785,3,1.5,382278,898316,2970949,240,Personal,Semi-Urban,Graduate,Male,Private,1
APP00649,79437,0,Business,48,Single,1,551,0,1.5,187389,603756,3023157,180,Home,Rural,Undergraduate,Male,Govt,0
APP00650,74207,23853,Self-Employed,28,Married,0,696,1,1.5,219611,1725654,4183777,84,Education,Semi-Urban,Undergraduate,Female,Private,0
APP00651,56152,34713,Salaried,48,Married,0,712,0,1.5,252553,701374,4317075,180,Home,Semi-Urban,Graduate,Male,Private,1
APP00652,27416,57690,Self-Employed,56,Married,1,647,1,1.5,393338,1951857,2072440,180,Education,Rural,Undergraduate,Male,Govt,0
APP00653,106109,16791,Salaried,46,Married,2,729,1,1.5,476788,1723576,4219494,24,Home,Urban,Postgraduate,Male,Private,0
APP00654,128870,0,Salaried,28,Single,1,733,4,1.221,374813,846744,2185208,180,Home,Semi-Urban,Undergraduate,Male,Private,0
APP00655,55737,0,Salaried,48,Single,0,768,1,1.5,240381,1156220,369109,36,Home,Semi-Urban,Graduate,Male,Private,1
APP00656,79325,41573,Salaried,48,Married,0,671,1,1.5,346524,1068136,3570490,240,Personal,Urban,Postgraduate,Female,Private,0
APP00657,63767,39899,Salaried,57,Married,0,662,1,1.425,267789,399596,2735677,240,Personal,Urban,Graduate,Female,Private,0
APP00658,67599,0,Self-Employed,61,Single,1,723,0,1.219,38146,1096332,2289419,360,Home,Urban,Graduate,Male,Private,0
APP00659,97141,73247,Self-Employed,56,Married,3,664,0,1.5,253415,259876,4152606,60,Personal,Semi-Urban,Undergraduate,Female,Govt,0
APP00660,66705,0,Salaried,47,Single,2,558,0,1.5,438093,1929373,2042306,36,Business,Semi-Urban,Postgraduate,Male,Private,1
APP00661,142114,49645,Business,37,Married,3,748,2,0.614,396692,1031641,3271930,360,Home,Semi-Urban,Graduate,Female,Private,0
APP00662,106551,30146,Self-Employed,29,Married,1,533,1,0.243,450952,1602443,922347,360,Business,Urban,Graduate,Female,Private,1
APP00663,178480,3868,Business,53,Married,1,712,0,1.5,442909,1144312,605997,24,Personal,Semi-Urban,Postgraduate,Male,Private,1
APP00664,81153,53537,Self-Employed,40,Married,0,883,1,1.5,88060,654272,4220034,120,Home,Rural,Postgraduate,Female,Private,0
APP00665,80713,0,Salaried,33,Single,3,722,0,1.5,156191,871697,2636722,36,Education,Urban,Graduate,Male,Private,1
APP00666,66815,0,Salaried,48,Single,2,624,0,1.5,314823,1732473,3056584,84,Education,Semi-Urban,Undergraduate,Male,Private,0
APP00667,21309,0,Self-Employed,49,Single,0,643,3,1.5,490341,1301332,1474010,24,Personal,Rural,Graduate,Female,Private,0
APP00668,85859,5433,Salaried,33,Married,1,709,3,1.5,349725,1811572,2304077,60,Home,Rural,Graduate,Male,Private,0
APP00669,139229,22612,Salaried,55,Married,1,678,0,1.5,387268,379765,1329379,36,Business,Semi-Urban,Undergraduate,Male,Private,1
APP00670,88236,0,Salaried,26,Single,2,740,2,1.5,18163,89661,989501,24,Personal,Rural,Graduate,Male,Govt,0
APP00671,112787,0,Salaried,38,Single,3,796,1,1.5,226195,136727,2314094,120,Education,Urban,Graduate,Female,Govt,1
APP00672,142882,41004,Salaried,25,Married,2,785,1,1.5,223201,976955,4302833,36,Home,Rural,Postgraduate,Male,Private,1
APP00673,103243,21294,Salaried,45,Married,1,587,2,1.5,365835,1771920,2472667,60,Home,Urban,Undergraduate,Male,Self,0
APP00674,114653,0,Salaried,22,Single,0,681,0,1.46,35802,1390441,1550315,120,Education,Urban,Graduate,Female,Private,1
APP00675,104344,4424,Self-Employed,30,Married,0,719,0,1.5,57175,148283,1788050,84,Education,Urban,Undergraduate,Female,Govt,0
APP00676,30569,40615,Self-Employed,50,Married,0,801,0,1.5,492161,677640,3106244,60,Personal,Rural,Undergraduate,Male,Self,1
APP00677,144492,26863,Salaried,25,Married,0,708,0,1.5,15111,33971,3968771,60,Personal,Semi-Urban,Graduate,Male,Self,0
APP00678,101326,29469,Salaried,53,Married,2,625,0,1.5,115987,1961191,2995868,24,Home,Urban,Postgraduate,Male,Self,0
APP00679,138605,0,Salaried,21,Single,2,714,0,1.5,196008,629211,4352347,60,Personal,Urban,Graduate,Male,Private,0
APP00680,123156,0,Salaried,38,Single,0,825,1,0.316,70526,1055374,720528,240,Home,Rural,Graduate,Male,Self,1
APP00681,106132,54649,Salaried,52,Married,3,659,2,1.5,130588,541516,4159107,84,Education,Rural,Undergraduate,Female,Govt,0
APP00682,55339,63872,Salaried,31,Married,0,623,0,1.43,26119,1215387,3157134,240,Personal,Semi-Urban,Undergraduate,Female,Govt,0
APP00683,39520,69327,Self-Employed,41,Married,1,677,0,0.171,357355,754932,172793,120,Education,Semi-Urban,Graduate,Male,Govt,1
APP00684,67995,32208,Salaried,46,Married,0,627,0,1.5,197968,1490512,1159839,84,Business,Semi-Urban,Graduate,Male,Private,1
APP00685,77032,52445,Salaried,45,Married,1,746,3,0.591,131956,1143421,354347,60,Business,Urban,Graduate,Female,Govt,1
APP00686,139132,0,Salaried,42,Single,0,628,0,0.353,433755,1249928,1365302,360,Personal,Rural,Graduate,Male,Private,1
APP00687,84363,56994,Self-Employed,47,Married,1,783,3,1.5,107473,1089079,4535930,84,Home,Urban,Graduate,Female,Private,0
APP00688,205905,52463,Business,33,Married,1,719,1,0.367,225255,276692,877908,120,Education,Semi-Urban,Graduate,Male,Private,1
APP00689,31257,59895,Self-Employed,53,Married,4,735,3,1.5,60387,632413,2965456,180,Home,Urban,Postgraduate,Male,Self,0
APP00690,47194,75165,Self-Employed,54,Married,0,735,1,1.172,228561,130942,132754,12,Personal,Semi-Urban,Graduate,Female,Govt,1
APP00691,149318,32894,Salaried,61,Married,0,748,0,0.298,178895,168925,1508799,360,Business,Semi-Urban,Graduate,Male,Private,1
APP00692,45698,21990,Salaried,55,Married,0,655,1,1.5,336699,598819,2242515,240,Personal,Semi-Urban,Undergraduate,Female,Self,0
APP00693,215450,0,Business,21,Single,2,601,1,1.5,91190,286847,4357499,84,Personal,Urban,Undergraduate,Male,Govt,0
APP00694,105252,73230,Salaried,41,Married,0,641,1,1.5,240232,1467319,2867742,36,Personal,Semi-Urban,Graduate,Male,Private,0
APP00695,171226,36087,Business,26,Married,3,754,1,1.5,52418,231640,2436301,84,Business,Urban,Graduate,Female,Self,1
APP00696,17859,0,Self-Employed,48,Single,1,538,0,1.5,361014,1145542,289831,84,Home,Urban,Postgraduate,Male,Self,0
APP00697,54840,0,Self-Employed,37,Single,1,520,1,0.226,53695,65555,343619,360,Business,Urban,Graduate,Female,Self,1
APP00698,121666,32187,Salaried,25,Married,2,697,3,1.5,460152,1764918,4277987,180,Personal,Rural,Graduate,Male,Private,0
APP00699,74327,0,Self-Employed,51,Single,0,747,4,1.5,133268,1099509,4321114,24,Home,Semi-Urban,Postgraduate,Male,Private,0
APP00700,82235,23553,Salaried,25,Married,0,758,1,1.5,378163,1502970,2508779,84,Business,Semi-Urban,Graduate,Female,Govt,1
